1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
1	0	16.3128114608282	13.2933453151411	12.0975126661874	12.5226718958213	14.6808990159526	12.4126332006325	12.5271852753927	9.15229848007194	13.3783972821222	8.41915457241059	15.1472239036061	11.8524673940393	15.0337802170980	17.4143746709550	6.90268128957905	15.5721506246741	7.61146637271465	10.4707563463665	14.3705793991238	15.0984025252519	12.565122023623	16.5604906309202	4.44833040716794	14.1370688244445	9.09266170576728	10.7973261756594	11.0087312193145	12.3676878267344	11.9448936598942
2	16.3128114608282	0	12.4241687019734	13.992588941386	11.1185123550985	9.6501727507352	13.1226993501984	13.0204384107695	16.9168928472094	13.6971855082614	12.776717027218	13.5497298027895	11.1870500128172	14.4199878790862	13.1651212509583	13.2224453073778	9.0965242133949	10.8523355265346	12.3601519980795	11.4547404914791	13.3580881307581	10.7446293494523	13.7234499870600	15.4873673844129	14.2348040394747	13.9081680338580	16.6129266817256	15.1724762624986	11.9768191592217	14.9088765009563
3	13.2933453151411	12.4241687019734	0	15.8279676797041	15.5746128283985	13.0607067050471	11.3847458470264	17.7603127444619	15.4251090327668	9.32297089394307	12.1644813625417	16.1187376729589	12.3840523593260	18.3489041740356	17.0919382272349	12.7881809593425	15.0404161819924	12.0508773898820	14.0293455142336	9.70033370252844	16.7525887396519	13.1475658251493	13.4571637164865	13.3251615898889	16.2384567106011	13.6260767493942	17.3080966541021	11.0336750724309	12.9777980490358	14.3302697604412
4	12.0975126661874	13.992588941386	15.8279676797041	0	11.9951574020983	13.2592933448930	11.7383858659319	12.2037157762922	11.1117174587778	15.9595330695110	10.1145015224701	10.4406503425016	13.8643506980996	17.701589385259	13.7898624773504	12.0768614292331	14.9552461043259	8.26731752506166	10.0074546649021	15.0467908875962	15.528160413053	11.6770599826883	17.7961423648605	14.1024096877594	15.2772526778814	11.8913994722404	15.972804319479	14.5672825893596	15.6291641461395	13.6263707432321
5	12.5226718958213	11.1185123550985	15.5746128283985	11.9951574020983	0	16.5218025626618	13.1622716319611	8.55094574139366	15.0751232241829	17.7508095252189	11.1051411337585	12.5314953880933	13.103360541072	9.58947215397678	13.5948991856737	11.2472336274958	8.6233667216457	8.33296867462513	9.6059664962289	13.0517076031144	13.7043158666362	13.8231399533694	15.6281048787482	11.9280869601977	10.2110798930196	13.1099415074413	15.7268279458080	11.1761379227415	14.8966718906073	9.01365438068589
6	14.6808990159526	9.6501727507352	13.0607067050471	13.2592933448930	16.5218025626618	0	13.8503452140561	15.7212350447591	14.9609812265113	10.7478947446735	12.2269921873183	16.5290809901562	12.4780337577407	19.2360098876271	16.4715472336267	11.6223046200654	14.9281645989655	11.5291454601954	13.2356345047684	14.2320450751926	14.5342183678285	7.1208007928145	14.9754984434459	15.3750345227519	18.4214624327007	13.1576763359121	14.5788669841226	17.6864843267107	11.8786012335421	18.2709739268275
7	12.4126332006325	13.1226993501984	11.3847458470264	11.7383858659319	13.1622716319611	13.8503452140561	0	13.4943711984462	14.9635121508699	13.2871784775019	12.7833075551551	11.0275524026051	10.5856307083087	15.7145572547058	11.7805842079913	11.8092605281518	14.3862619624407	11.0151225038071	11.2724330928613	13.4543248050180	11.1589054357019	14.212881627445	17.2759841963314	12.6608063566362	11.7288630266591	11.5318740903018	14.0257859524150	9.06318532749345	14.1038435532972	12.1357534850439
8	12.5271852753927	13.0204384107695	17.7603127444619	12.2037157762922	8.55094574139366	15.7212350447591	13.4943711984462	0	14.7452500170236	16.5313313505611	11.9815513353611	10.5412254562376	12.9742342667058	12.4724795336264	12.2053856723050	10.2563264306995	12.9909809981807	8.72995938049428	8.86854325905093	15.6669118444913	12.5845567706658	15.7249013211079	15.7143652617536	12.8927172561208	13.7534501021240	12.2496328414107	14.0344061123512	13.4562524524306	15.7076450930808	12.7843164345577
9	9.15229848007194	16.9168928472094	15.4251090327668	11.1117174587778	15.0751232241829	14.9609812265113	14.9635121508699	14.7452500170236	0	16.2574005265575	8.61202808614151	15.5227468968744	12.2454819213721	19.2384666593443	17.4051340099951	11.2258453383895	18.6503387669818	10.1021908080558	12.0933305773450	16.958716070602	16.8936180684978	13.406695401547	19.711506831156	11.3641360214023	17.8213056259348	9.45236987192182	15.8084933933005	16.5635959905541	12.5869825604139	17.0881957412735
10	13.3783972821222	13.6971855082614	9.32297089394307	15.9595330695110	17.7508095252189	10.7478947446735	13.2871784775019	16.5313313505611	16.2574005265575	0	14.5704575029725	16.6016297727531	15.0649706210766	21.3368235735225	19.5714485186894	13.1463369850362	18.0219491485849	11.4962450390663	15.0643903400846	13.2916954265405	18.9094479259612	13.5742174331813	15.7148177936839	14.4665559594727	19.4911111054685	15.811487081556	16.8810409649254	14.9433173136057	15.3126031551764	16.7022912911533
11	8.41915457241059	12.776717027218	12.1644813625417	10.1145015224701	11.1051411337585	12.2269921873183	12.7833075551551	11.9815513353611	8.61202808614151	14.5704575029725	0	13.6099891082246	10.3953976091635	13.6828814604553	12.9861119412459	6.74140571277297	13.6634712246475	8.38992307786461	5.96297458372182	13.9459033586437	12.6113080024272	9.19555740408368	12.1269439735014	9.6734016960506	13.1056364308455	6.43663878809525	11.6422156759053	11.7151383784645	9.36920597727905	11.955596121682
