	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
1	0	2.64629081266232	3.41234536349108	3.17495828381676	5.67850029369588	4.19270527014261	2.56235957522880	3.29426941261658	4.6526830599828	4.87569330228395	5.0902564348405	3.65021711966811	6.53403166294194	5.05529739531202	6.17706546310579	5.70537154871608	5.64429867728063	4.51548364585241	5.83329261885198	6.93130196230454	8.04521771835943	8.06817159328931	5.89686422902165	6.70903626014623	7.17371684344295	5.41503392807258	6.90191658014868	7.35955689478415	7.54633234658161	8.0832635504364
2	2.64629081266232	0	3.59537579704633	2.41329541634469	5.54345546951156	3.26039582109750	2.8308206918502	3.27799472839713	3.48375837630102	3.55174614141427	4.09922992916747	4.35473738328333	5.23272411565406	4.65281306242617	5.0700403728103	4.46962157296874	3.93385230795835	3.95984117835273	4.49413217503093	6.19210002994654	6.98985708358245	7.48298752027095	4.94617860036078	5.93259089744826	5.64728005688149	4.77640532511406	5.63566868596651	6.86720480260028	6.19769742003938	7.03798192729043
3	3.41234536349108	3.59537579704633	0	4.53422888967276	5.57573656871085	2.67686681762888	4.93542424035840	3.57282675087525	3.76517772650559	4.29839016512075	4.34184457568609	5.71873444085716	4.75036598027126	4.68026163989801	4.2577024062522	5.66279150398653	4.56467854656198	3.88596482761617	4.72806319142504	5.27691023375324	6.86670337644538	6.72227612724245	6.03029239146441	5.6645752459001	6.02290990056767	3.99839403301135	6.28273745790032	5.8773774275766	6.6897167405458	6.52939407736493
4	3.17495828381676	2.41329541634469	4.53422888967276	0	5.47538118026316	3.88369985836423	2.29966001891449	3.95541492517274	4.87291381781461	3.89235581551849	3.60036087527783	4.09956805764966	5.91283725288385	4.42711457743522	5.62742895301292	4.80028315369479	4.86450842720749	3.60611311716468	4.81142276597356	5.47802911910318	7.28018147704715	7.24166329741278	4.71472215710144	6.09086716020328	5.50154641258928	4.95557037711039	5.96144313706832	6.68411523491915	5.97616348518315	6.61616733522377
5	5.67850029369588	5.54345546951156	5.57573656871085	5.47538118026316	0	5.34377447199265	4.93170210085801	4.15131875544738	5.44080516902592	4.23146731054139	6.62899984788666	6.36130621098228	7.50875163241087	7.6180718702258	6.59133930941643	7.55437588967874	6.91624730013634	6.9296336729633	7.68078640100557	6.85788282431762	10.2691268665021	9.67746492554754	8.51072877865231	9.83921872604368	7.74939152988648	7.73038976127674	8.59831916701576	8.8591768029793	9.0565619180804	9.46906822919496
6	4.19270527014261	3.26039582109750	2.67686681762888	3.88369985836423	5.34377447199265	0	4.74426507922254	3.603112011162	2.76951255008682	2.88844746515103	3.37507166141884	5.64962526513926	4.43746187592089	5.3825971535589	3.4883588873997	5.86805964683412	3.9279308158423	3.80927420001815	4.21196741549137	5.07984694236717	6.46809113082686	6.99696832589431	5.92554920073518	5.65977366922667	4.92710140952588	4.31201845657008	5.95767100762115	5.80993426835878	6.32352771396449	6.15070579558477
7	2.56235957522880	2.8308206918502	4.93542424035840	2.29966001891449	4.93170210085801	4.74426507922254	0	3.61987290579853	5.13278608983903	4.11268961137445	5.44549712235906	3.86689543846253	7.17272021610587	5.88343183231683	6.75174622912728	5.8790430821239	6.20263349345234	5.29456462692428	6.07080748711224	7.00173249672549	8.97674341669944	8.97521998099585	6.23254671563092	7.74703374829611	7.10133394610442	6.46316792414585	7.12748095841834	8.2989991910258	7.62935790861894	8.51365312658716
8	3.29426941261658	3.27799472839713	3.57282675087525	3.95541492517274	4.15131875544738	3.603112011162	3.61987290579853	0	4.60116511589851	3.70398118984752	5.00475595956536	5.91918491165933	6.85711804694418	5.45647041646774	5.44494944119103	5.7839514685586	5.70989101210982	5.5210235452735	6.17367677602064	6.79966812960652	8.84490436523184	8.68446888714025	6.91652316853914	7.92434038302043	7.1134998486757	6.20341607612457	7.29818024498972	7.82210346353816	7.67889689703016	8.3862676612838
9	4.6526830599828	3.48375837630102	3.76517772650559	4.87291381781461	5.44080516902592	2.76951255008682	5.13278608983903	4.60116511589851	0	3.85437168758871	4.70454091971952	5.23046868038116	4.85714260687103	6.64805126841059	3.93482772694768	6.61664435465209	4.36384830711072	5.02343575696746	5.26256919663609	6.26136430070724	6.64170425696717	7.79634890641112	6.73253771550267	6.2338964282344	5.62272845898887	5.12936442907891	6.02988569865476	6.76957771286238	7.24860710147706	7.33677607552778
10	4.87569330228395	3.55174614141427	4.29839016512075	3.89235581551849	4.23146731054139	2.88844746515103	4.11268961137445	3.70398118984752	3.85437168758871	0	4.72929953920246	5.92015000022777	5.47218694686819	6.41670289228746	4.98784662164804	5.74780801344131	4.79057084053831	5.03877268024318	4.5243426158377	5.63895655760403	8.26093186401174	8.41834388751935	6.69664722291981	7.5910626579591	5.32397968273971	5.96225592104617	6.48185133983946	7.3553230969471	6.88368207711002	7.33164261175467
